ville,code_commune,departement,region,sport,club,fin_saison,division,classement,score_classement,capacite,taux_remplissage,score_event,nb_crea_entreprise,taux_chomage,salaire_median,class,coeff_division,score_sportif,salaire_median_norm,taux_chomage_norm,nb_crea_entreprise_norm,score_economique
Paris,75056,Paris,Île-de-France,football,Paris SG,2015,1,1,1,48583,0.94,0.5,50624,0.0948,26430.9,1.0,1.0,1.132,0.7804065185137854,0.7690631808278867,0.556413131912835,0.9749007637758751
Paris,75056,Paris,Île-de-France,football,Paris SG,2014,1,1,1,48583,0.93,0.5,47932,0.093,26194.67,1.0,1.0,1.1290000000000002,0.7646826640894001,0.7821350762527233,0.5268157530180091,0.9603484802711263
Paris,75056,Paris,Île-de-France,football,Paris SG,2013,1,1,1,48583,0.89,0.5,44928,0.0918,25981.33,1.0,1.0,1.1170000000000002,0.7504824054308968,0.7908496732026143,0.4937880686940651,0.9425118331206985
Paris,75056,Paris,Île-de-France,football,Paris SG,2012,1,2,2,48583,0.88,0.13,45584,0.0901,25711.0,0.95,1.0,1.057,0.7324887993413061,0.8031953522149601,0.5010005057501594,0.9450934487190822
Lyon,69123,Rhône,Rhône-Alpes,football,Ol. Lyonnais,2021,1,4,4,59186,0.05,0.0,14417,0.0851,25430.0,0.85,1.0,0.7550000000000001,0.7137849806338931,0.8395061728395062,0.1583327836048992,0.78443347047576
Bordeaux,33063,Gironde,Aquitaine,football,G. Bordeaux,2021,1,12,12,42115,0.11,0.0,9002,0.0911,24870.0,0.45,1.0,0.613,0.6765104664838885,0.7959331880900509,0.09879719418607208,0.7179693777316168
Lyon,69123,Rhône,Rhône-Alpes,football,Ol. Lyonnais,2020,1,7,7,59186,0.8,0.0,13513,0.0882,24570.0,0.7,1.0,0.92,0.6565419767606716,0.8169934640522876,0.14839369351540338,0.745310369488114
Nantes,44109,Loire-Atlantique,Pays de la Loire,football,FC Nantes,2021,1,18,18,35322,0.1,0.0,7080,0.1009,24170.0,0.15,1.0,0.49,0.6299173237963827,0.7247639796659404,0.07766563317721045,0.6531817359401285
Lyon,69123,Rhône,Rhône-Alpes,football,Ol. Lyonnais,2019,1,3,3,59186,0.83,0.0,14067,0.0927,24150.0,0.9,1.0,1.009,0.6285860911481682,0.7843137254901961,0.15448468456582448,0.7208336414872776
Lyon,69123,Rhône,Rhône-Alpes,football,Ol. Lyonnais,2018,1,3,3,59186,0.78,0.0,11908,0.0928,23890.0,0.9,1.0,0.9940000000000001,0.6112800667213804,0.7835875090777051,0.13074741077907515,0.7016794866169422
Bordeaux,33063,Gironde,Aquitaine,football,G. Bordeaux,2020,1,12,12,42115,0.56,0.0,7261,0.096,23860.0,0.45,1.0,0.748,0.6092832177490587,0.7603485838779956,0.07965565010884623,0.6637154040930444
Chambly,60139,Oise,Picardie,football,FC Chambly Oise,2021,2,19,39,4550,0.28,0.0,120,0.0843,23650.0,0.1,0.5,0.324,0.5953052749428069,0.8453159041394336,0.0011434351430393386,0.6613517796183592
Nantes,44109,Loire-Atlantique,Pays de la Loire,football,FC Nantes,2020,1,13,13,35322,0.71,0.0,5815,0.1052,23500.0,0.4,1.0,0.773,0.5853210300811985,0.6935366739288308,0.0637575037931262,0.6127755008934579
Bordeaux,33063,Gironde,Aquitaine,football,G. Bordeaux,2019,1,14,14,42115,0.5,0.0,7478,0.1028,23360.0,0.35,1.0,0.69,0.5760024015436974,0.7109658678286128,0.08204147151307255,0.6269046302883217
Ajaccio,2A004,Corse-du-Sud,Corse,football,AC Ajaccio,2021,2,13,33,10446,0.21,0.0,968,0.063,23320.0,0.4,0.5,0.42300000000000004,0.5733399362472685,1.0,0.010466829386283176,0.734569389192049
Lyon,69123,Rhône,Rhône-Alpes,football,Ol. Lyonnais,2017,1,4,4,59186,0.66,0.0,10363,0.0969,23250.0,0.85,1.0,0.9380000000000001,0.5686806219785179,0.7538126361655774,0.11376080216373112,0.6612589679560614
Niort,79191,Deux-Sèvres,Poitou-Charentes,football,Chamois Niort,2021,2,18,38,10406,0.2,0.0,694,0.0939,23120.0,0.15,0.5,0.32,0.560027609765124,0.775599128540305,0.007454317567121842,0.615537766959763
Chambly,60139,Oise,Picardie,football,FC Chambly Oise,2020,2,10,30,4550,0.49,0.0,110,0.0867,23110.0,0.55,0.5,0.567,0.5593619934410168,0.8278867102396514,0.001033489456208633,0.6382048972243368
Bordeaux,33063,Gironde,Aquitaine,football,G. Bordeaux,2018,1,6,6,42115,0.62,0.0,7054,0.1025,23070.0,0.75,1.0,0.8860000000000001,0.5566995281445879,0.7131445170660857,0.07737977439145062,0.6179419569866034
Nantes,44109,Loire-Atlantique,Pays de la Loire,football,FC Nantes,2019,1,12,12,35322,0.71,0.0,5607,0.1127,22960.0,0.45,1.0,0.793,0.5493777485794084,0.6390704429920117,0.06147063350704752,0.570021637681293
Lyon,69123,Rhône,Rhône-Alpes,football,Ol. Lyonnais,2016,1,2,2,59186,0.68,0.13,8667,0.0995,22806.6,0.95,1.0,0.9970000000000001,0.5391671941676034,0.7349310094408132,0.09511401367724344,0.6306893892260698
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2021,1,6,6,29778,0.12,0.38,4362,0.0966,22770.0,0.75,1.0,0.774,0.536731038421371,0.75599128540305,0.04778239549662467,0.6165792558183859
Dijon,21231,Côte-d'Or,Bourgogne,football,Dijon,2021,1,20,20,16098,0.21,0.0,2623,0.0941,22720.0,0.05,1.0,0.48300000000000004,0.5334029568008349,0.7741466957153231,0.02866284055676496,0.6147659508563781
Thonon-les-Bains,74281,Haute-Savoie,Rhône-Alpes,football,FC Évian,2016,2,18,38,12243,0.33,0.0,345,0.1092,22672.67,0.15,0.5,0.359,0.5302525947388353,0.6644880174291938,0.003617213096730215,0.5461536531584962
Niort,79191,Deux-Sèvres,Poitou-Charentes,football,Chamois Niort,2020,2,18,38,10406,0.28,0.0,527,0.1001,22620.0,0.15,0.5,0.34400000000000003,0.5267467935597627,0.7305737109658679,0.0056182245970490576,0.5787946852053636
Nantes,44109,Loire-Atlantique,Pays de la Loire,football,FC Nantes,2018,1,9,9,35322,0.7,0.0,4589,0.1125,22600.0,0.6,1.0,0.85,0.5254155609115483,0.6405228758169934,0.05027816258768168,0.5555667435669568
Lyon,69123,Rhône,Rhône-Alpes,football,Ol. Lyonnais,2015,1,2,2,59186,0.59,0.13,7409,0.102,22501.3,0.95,1.0,0.97,0.5188459277926099,0.7167755991285403,0.08128284627394067,0.6065675938182844
Ajaccio,2A004,Corse-du-Sud,Corse,football,AC Ajaccio,2020,2,3,23,10446,0.29,0.0,904,0.0691,22370.0,0.9,0.5,0.647,0.5101063854570821,0.9557007988380538,0.00976317699056666,0.6867745420971431
Thonon-les-Bains,74281,Haute-Savoie,Rhône-Alpes,football,FC Évian,2015,1,18,18,12243,0.86,0.0,300,0.1113,22369.33,0.15,1.0,0.718,0.510061789163367,0.6492374727668846,0.00312245750599204,0.5302046808017851
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2021,2,8,28,20087,0.23,0.0,1992,0.1009,22360.0,0.65,0.5,0.529,0.5094407691329749,0.7247639796659404,0.021725267717747434,0.577020931345034
Rodez,12202,Aveyron,Midi-Pyrénées,football,Rodez AF,2021,2,15,35,5955,0.31,0.0,330,0.0734,22210.0,0.3,0.5,0.41300000000000003,0.49945652427136644,0.9244734931009441,0.0034522945664841567,0.6637455035422607
Bordeaux,33063,Gironde,Aquitaine,football,G. Bordeaux,2017,1,6,6,42115,0.58,0.0,6023,0.1073,22170.0,0.75,1.0,0.8740000000000001,0.49679405897493756,0.6782861292665214,0.06604437407920487,0.5708828752628382
Dijon,21231,Côte-d'Or,Bourgogne,football,Dijon,2020,1,16,16,16098,0.79,0.0,2446,0.0976,22160.0,0.25,1.0,0.737,0.49612844265083034,0.7487291212781408,0.02671680189986147,0.5861743386493332
Lyon,69123,Rhône,Rhône-Alpes,football,Ol. Lyonnais,2014,1,5,5,59186,0.58,0.38,6911,0.1007,22145.33,0.8,1.0,0.9320000000000002,0.49515198350336515,0.7262164124909223,0.07580755106977154,0.599072775181693
Grenoble,38185,Isère,Rhône-Alpes,football,Grenoble,2021,2,4,24,20068,0.14,0.0,3167,0.0963,22140.0,0.85,0.5,0.5820000000000001,0.4947972100026159,0.7581699346405228,0.03464388592035535,0.5943257942814855
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,football,Toulouse,2021,2,3,23,33150,0.08,0.0,12099,0.1029,22140.0,0.9,0.5,0.5840000000000001,0.4947972100026159,0.710239651416122,0.1328473733975416,0.6194623964078783
Niort,79191,Deux-Sèvres,Poitou-Charentes,football,Chamois Niort,2019,2,12,32,10406,0.33,0.0,555,0.1109,22080.0,0.45,0.5,0.47900000000000004,0.4908035120579725,0.6521423384168482,0.005926072520175033,0.5253556102917006
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2020,1,3,3,29778,0.87,0.38,3636,0.1007,22000.0,0.9,1.0,1.059,0.48547858146511474,0.7262164124909223,0.03980033863271544,0.5771998081478648
Ajaccio,2A004,Corse-du-Sud,Corse,football,AC Ajaccio,2019,2,17,37,10446,0.25,0.0,882,0.0724,21900.0,0.2,0.5,0.35500000000000004,0.4788224182240425,0.9317356572258533,0.009521296479539108,0.6621574441423131
Ajaccio,2A004,Corse-du-Sud,Corse,football,G. Ajaccio,2019,2,18,38,4050,0.65,0.0,882,0.0724,21900.0,0.15,0.5,0.455,0.4788224182240425,0.9317356572258533,0.009521296479539108,0.6621574441423131
Lyon,69123,Rhône,Rhône-Alpes,football,Ol. Lyonnais,2013,1,3,3,59186,0.54,0.38,6712,0.0987,21883.33,0.9,1.0,0.9600000000000001,0.47771283581175583,0.7407407407407407,0.0736196319018405,0.5982653206459929
Nantes,44109,Loire-Atlantique,Pays de la Loire,football,FC Nantes,2017,1,7,7,35322,0.66,0.0,4328,0.1173,21860.0,0.7,1.0,0.878,0.47615995292761354,0.6056644880174291,0.04740858016140027,0.5170005152604602
Dijon,21231,Côte-d'Or,Bourgogne,football,Dijon,2019,1,18,18,16098,0.81,0.0,2268,0.1017,21830.0,0.15,1.0,0.7030000000000001,0.4741631039552919,0.7189542483660131,0.024759768674274908,0.5615222501022608
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2020,2,12,32,20087,0.51,0.0,1701,0.106,21800.0,0.45,0.5,0.533,0.4721662549829702,0.6877269426289034,0.018525848230973897,0.5419928974231267
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2019,1,10,10,29778,0.8,0.0,3434,0.107,21760.0,0.55,1.0,0.8600000000000001,0.46950378968654133,0.6804647785039941,0.03757943575873519,0.5468236230059812
Bordeaux,33063,Gironde,Aquitaine,football,G. Bordeaux,2016,1,11,11,42115,0.6,0.0,5147,0.1115,21752.33,0.5,1.0,0.78,0.4689932619659512,0.6477850399419027,0.05641313191283506,0.5396963907137494
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,football,Toulouse,2020,1,20,20,33150,0.43,0.0,11098,0.1086,21730.0,0.05,1.0,0.549,0.4675069407142196,0.6688453159041394,0.12184181014578799,0.5823463393106516
Grenoble,38185,Isère,Rhône-Alpes,football,Grenoble,2020,2,9,29,20068,0.26,0.0,2843,0.1014,21680.0,0.6,0.5,0.518,0.4641788590936835,0.7211328976034859,0.031081645667040483,0.5617788152727365
Niort,79191,Deux-Sèvres,Poitou-Charentes,football,Chamois Niort,2018,2,15,35,10406,0.33,0.0,514,0.1109,21670.0,0.3,0.5,0.41900000000000004,0.4635132427695763,0.6521423384168482,0.005475295204169141,0.5142141139183393
Lyon,69123,Rhône,Rhône-Alpes,football,Ol. Lyonnais,2012,1,4,4,59186,0.56,0.5,6713,0.0967,21659.56,0.85,1.0,0.9580000000000001,0.4628183393272084,0.7552650689905592,0.07363062647052356,0.5995751834614247
Dijon,21231,Côte-d'Or,Bourgogne,football,Dijon,2018,1,11,11,16098,0.76,0.0,1871,0.1018,21650.0,0.5,1.0,0.8280000000000001,0.46218201012136184,0.7182280319535221,0.020394924907095893,0.5541842824788538
Caen,14118,Calvados,Basse-Normandie,football,SM Caen,2021,2,17,37,20500,0.21,0.0,2227,0.1022,21600.0,0.2,0.5,0.343,0.4588539285008257,0.7153231663035584,0.024308991358269014,0.553357650231244
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,football,OGC Nice,2021,1,9,9,36178,0.03,0.0,9729,0.0978,21570.0,0.6,1.0,0.649,0.456857079528504,0.747276688453159,0.10679024561866438,0.6097762988473133
Nantes,44109,Loire-Atlantique,Pays de la Loire,football,FC Nantes,2016,1,14,14,35322,0.68,0.0,3829,0.1204,21512.5,0.35,1.0,0.744,0.4530297856648875,0.5831517792302106,0.041922290388548056,0.4937489490753343
Rodez,12202,Aveyron,Midi-Pyrénées,football,Rodez AF,2020,2,16,36,5955,0.48,0.0,291,0.074,21490.0,0.25,0.5,0.444,0.4515321489356462,0.9201161946259986,0.003023506387844405,0.6421827100811799
Thonon-les-Bains,74281,Haute-Savoie,Rhône-Alpes,football,FC Évian,2014,1,14,14,12243,0.9,0.0,335,0.1103,21489.47,0.35,1.0,0.81,0.4514968712704686,0.6564996368917937,0.00350726740989951,0.5106022006590341
Ajaccio,2A004,Corse-du-Sud,Corse,football,AC Ajaccio,2018,2,3,23,10446,0.33,0.0,756,0.0724,21480.0,0.9,0.5,0.659,0.450866532611539,0.9317356572258533,0.008135980825472216,0.6502824320702784
Ajaccio,2A004,Corse-du-Sud,Corse,football,G. Ajaccio,2018,2,16,36,4050,0.74,0.0,756,0.0724,21480.0,0.25,0.5,0.522,0.450866532611539,0.9317356572258533,0.008135980825472216,0.6502824320702784
Angers,49007,Maine-et-Loire,Pays de la Loire,football,Angers SCO,2021,1,13,13,19350,0.27,0.0,2694,0.1149,21450.0,0.4,1.0,0.641,0.4488696836392173,0.6230936819172113,0.029443454933262968,0.505816441880924
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,football,Toulouse,2019,1,16,16,33150,0.49,0.0,10821,0.1142,21440.0,0.25,1.0,0.647,0.4482040673151101,0.6281771968046478,0.11879631462057744,0.5527683826386567
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2018,1,5,5,29778,0.78,0.0,3035,0.1071,21440.0,0.8,1.0,0.9540000000000001,0.4482040673151101,0.6797385620915033,0.03319260285419003,0.5357472093988908
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2021,1,17,17,15220,0.31,0.0,1830,0.0978,21420.0,0.2,1.0,0.5730000000000001,0.44687283466689565,0.747276688453159,0.019944147591090002,0.5623595518888828
Bordeaux,33063,Gironde,Aquitaine,football,G. Bordeaux,2015,1,6,6,42115,0.56,0.0,4470,0.1122,21404.0,0.75,1.0,0.8680000000000001,0.44580784854832406,0.6427015250544663,0.04896980891439629,0.524158806403761
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2019,2,14,34,20087,0.55,0.0,1627,0.1132,21300.0,0.35,0.5,0.505,0.43888543877760894,0.635439360929557,0.017712250148426676,0.5021299810500354
Nantes,44109,Loire-Atlantique,Pays de la Loire,football,FC Nantes,2015,1,14,14,35322,0.74,0.0,3413,0.1215,21262.67,0.35,1.0,0.762,0.43640069303971657,0.5751633986928104,0.0373485498163907,0.4808162514704872
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,football,Toulouse,2018,1,18,18,33150,0.51,0.0,8952,0.1139,21190.0,0.15,1.0,0.613,0.43156365921242945,0.6303558460421206,0.09824746575191855,0.5369271195819914
Grenoble,38185,Isère,Rhône-Alpes,football,Grenoble,2019,2,9,29,20068,0.32,0.0,2837,0.1046,21170.0,0.6,0.5,0.536,0.430232426564215,0.6978939724037763,0.03101567825494206,0.5365477959550451
Thonon-les-Bains,74281,Haute-Savoie,Rhône-Alpes,football,FC Évian,2013,1,16,16,12243,0.83,0.0,316,0.1019,21162.67,0.25,1.0,0.749,0.4297445297986443,0.7175018155410311,0.003298370604921169,0.5322979049924339
Dijon,21231,Côte-d'Or,Bourgogne,football,Dijon,2017,1,16,16,16098,0.63,0.0,1596,0.1023,21130.0,0.25,1.0,0.6890000000000001,0.4275699612677861,0.7145969498910675,0.01737141851925149,0.537012168712274
Bordeaux,33063,Gironde,Aquitaine,football,G. Bordeaux,2014,1,7,7,42115,0.45,0.13,4206,0.1101,21096.67,0.7,1.0,0.828,0.4253514620595366,0.6579520697167756,0.04606724278206566,0.5221502410732353
Caen,14118,Calvados,Basse-Normandie,football,SM Caen,2020,2,13,33,20500,0.5,0.0,1881,0.1048,21060.0,0.4,0.5,0.51,0.4229106469990355,0.6964415395787944,0.0205048705939266,0.5276374638859747
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2018,2,17,37,20087,0.58,0.0,1469,0.1133,21000.0,0.2,0.5,0.454,0.4189169490543922,0.6347131445170661,0.01597510829650153,0.49291090602854065
Niort,79191,Deux-Sèvres,Poitou-Charentes,football,Chamois Niort,2017,2,10,30,10406,0.36,0.0,431,0.1222,20970.0,0.55,0.5,0.528,0.4169201000820705,0.570079883805374,0.004562746003474284,0.45408935493725233
Pau,64445,Pyrénées-Atlantiques,Aquitaine,football,Pau FC,2021,2,14,34,4144,0.55,0.0,1398,0.118,20970.0,0.35,0.5,0.505,0.4169201000820705,0.6005809731299927,0.015194493920003518,0.4746557735578263
Ajaccio,2A004,Corse-du-Sud,Corse,football,AC Ajaccio,2017,2,11,31,10446,0.26,0.0,741,0.0743,20940.0,0.5,0.5,0.47800000000000004,0.4149232511097488,0.9179375453885258,0.007971062295226159,0.6289236042857755
Ajaccio,2A004,Corse-du-Sud,Corse,football,G. Ajaccio,2017,2,9,29,4050,0.76,0.0,741,0.0743,20940.0,0.6,0.5,0.6679999999999999,0.4149232511097488,0.9179375453885258,0.007971062295226159,0.6289236042857755
Metz,57463,Moselle,Lorraine,football,FC Metz,2021,1,10,10,28786,0.17,0.0,2076,0.1055,20940.0,0.55,1.0,0.671,0.4149232511097488,0.691358024691358,0.02264881148712536,0.5229727185331412
Nantes,44109,Loire-Atlantique,Pays de la Loire,football,FC Nantes,2014,1,13,13,35322,0.8,0.0,3508,0.1186,20936.0,0.4,1.0,0.8,0.4146570045801059,0.5962236746550472,0.038393033841282405,0.4831711560802072
Dijon,21231,Côte-d'Or,Bourgogne,football,Dijon,2016,2,2,22,16098,0.5,0.0,1306,0.1025,20922.25,0.95,0.5,0.73,0.4137417821344585,0.7131445170660857,0.014182993601161027,0.5291604681874068
Thonon-les-Bains,74281,Haute-Savoie,Rhône-Alpes,football,FC Évian,2012,1,9,9,12243,0.96,0.0,300,0.0993,20901.0,0.6,1.0,0.928,0.41232734744573063,0.7363834422657952,0.00312245750599204,0.5346838888641858
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,football,OGC Nice,2020,1,6,6,36178,0.53,0.0,8120,0.1029,20870.0,0.75,1.0,0.8590000000000001,0.41026393684099827,0.710239651416122,0.08909998460760385,0.5637753927482623
Bordeaux,33063,Gironde,Aquitaine,football,G. Bordeaux,2013,1,7,7,42115,0.46,0.25,3869,0.107,20865.0,0.7,1.0,0.8430000000000001,0.4099311286789446,0.6804647785039941,0.04236207313587088,0.5253858772915103
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2021,1,16,16,16787,0.29,0.0,914,0.1123,20860.0,0.25,1.0,0.587,0.409598320516891,0.6419753086419753,0.009873122677397365,0.4897635438664427
Angers,49007,Maine-et-Loire,Pays de la Loire,football,Angers SCO,2020,1,11,11,19350,0.51,0.0,2108,0.1207,20850.0,0.5,1.0,0.753,0.40893270419278377,0.5809731299927379,0.02300063768498362,0.46555996551597423
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2020,1,14,14,15220,0.9,0.0,1388,0.1064,20840.0,0.35,1.0,0.81,0.40826708786867655,0.6848220769789397,0.015084548233172812,0.5132601477535269
Dijon,21231,Côte-d'Or,Bourgogne,football,Dijon,2015,2,4,24,16098,0.54,0.0,1281,0.1021,20837.33,0.85,0.5,0.702,0.40808936831014003,0.7160493827160495,0.013908129384084263,0.5282145033741229
Orléans,45234,Loiret,Centre,football,US Orléans,2020,2,20,40,7533,0.5,0.0,1661,0.115,20820.0,0.05,0.5,0.37,0.4069358552204621,0.6223674655047203,0.018086065483651076,0.4830011075823706
Niort,79191,Deux-Sèvres,Poitou-Charentes,football,Chamois Niort,2016,2,16,36,10406,0.37,0.0,421,0.1238,20806.5,0.25,0.5,0.41100000000000003,0.4060372731829174,0.5584604212055193,0.004452800316643578,0.44387152003424835
Le Mans,72181,Sarthe,Pays de la Loire,football,Le Mans FC,2020,2,19,39,25064,0.32,0.0,1608,0.1289,20800.0,0.1,0.5,0.336,0.40560462257224766,0.5214233841684823,0.017503353343448335,0.43170521778486437
Caen,14118,Calvados,Basse-Normandie,football,SM Caen,2019,1,19,19,20500,0.81,0.0,1775,0.1135,20770.0,0.1,1.0,0.683,0.403607773599926,0.6332607116920842,0.019339446313521122,0.4877431884427731
Nantes,44109,Loire-Atlantique,Pays de la Loire,football,FC Nantes,2013,2,3,23,35322,0.53,0.0,3152,0.1139,20725.5,0.9,0.5,0.7190000000000001,0.40064578095764886,0.6303558460421206,0.034478967390109284,0.49267571909917446
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2017,1,9,9,29778,0.76,0.0,2494,0.1097,20690.0,0.6,1.0,0.868,0.3982828430070682,0.6608569353667393,0.027244541196648854,0.5033638754845213
Dijon,21231,Côte-d'Or,Bourgogne,football,Dijon,2014,2,6,26,16098,0.51,0.0,1335,0.0999,20688.1,0.75,0.5,0.653,0.3981563759054877,0.7320261437908496,0.014501836092970073,0.532526540304105
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2017,1,19,19,20087,0.87,0.0,1037,0.1151,20650.0,0.1,1.0,0.7010000000000001,0.3956203777106393,0.6216412490922295,0.011225454625415045,0.474681502943078
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,football,Toulouse,2017,1,13,13,33150,0.51,0.0,7328,0.1211,20640.0,0.4,1.0,0.7130000000000001,0.39495476138653207,0.5780682643427741,0.08039228621061195,0.4872121798313058
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,Marseille,2021,1,5,5,67394,0.01,0.38,21891,0.0989,20600.0,0.8,1.0,0.7610000000000001,0.39229229609010313,0.7392883079157588,0.24050618994216857,0.646814167365005
Bordeaux,33063,Gironde,Aquitaine,football,G. Bordeaux,2012,1,5,5,42115,0.49,0.0,3656,0.1043,20561.0,0.8,1.0,0.8670000000000001,0.38969639242608495,0.7000726216412491,0.04002023000637685,0.5259249827942469
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,football,OGC Nice,2019,1,7,7,36178,0.53,0.0,7627,0.1066,20530.0,0.7,1.0,0.839,0.3876329818213526,0.6833696441539578,0.08367966224685006,0.538577845928945
Dijon,21231,Côte-d'Or,Bourgogne,football,Dijon,2013,2,7,27,16098,0.54,0.0,1190,0.0951,20520.67,0.7,0.5,0.6419999999999999,0.3870119617909604,0.7668845315904139,0.012907623633924841,0.5447008623285536
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2019,2,2,22,15220,0.6,0.0,1343,0.1131,20520.0,0.95,0.5,0.76,0.38696736549724536,0.6361655773420478,0.014589792642434637,0.4801646311911394
Lille,59350,Nord,Nord-Pas-de-Calais,football,LOSC Lille,2021,1,1,1,50186,0.08,0.0,6567,0.1134,20520.0,1.0,1.0,0.8240000000000001,0.38696736549724536,0.6339869281045751,0.07202541944279527,0.5077931199725834
Niort,79191,Deux-Sèvres,Poitou-Charentes,football,Chamois Niort,2015,2,11,31,10406,0.45,0.0,431,0.1238,20499.0,0.5,0.5,0.535,0.38556957121662017,0.5584604212055193,0.004562746003474284,0.43573941209114486
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2016,1,8,8,29778,0.78,0.0,2126,0.111,20488.1,0.65,1.0,0.894,0.3848440494233432,0.6514161220043573,0.023198539921278887,0.49124495073215535
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2016,2,1,21,20087,0.75,0.0,995,0.1161,20478.1,1.0,0.5,0.825,0.384178433099236,0.6143790849673203,0.010763682740726081,0.46624275709371754
Caen,14118,Calvados,Basse-Normandie,football,SM Caen,2018,1,16,16,20500,0.84,0.0,1522,0.1138,20450.0,0.25,1.0,0.752,0.38230805122849476,0.6310820624546114,0.016557820436704267,0.4767431619370558
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,football,Toulouse,2016,1,17,17,33150,0.49,0.0,6049,0.1271,20430.0,0.2,1.0,0.627,0.3809768185802803,0.5344952795933189,0.06633023286496471,0.45280348366125395
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2021,2,2,22,13000,0.19,0.0,2550,0.1084,20430.0,0.95,0.5,0.637,0.3809768185802803,0.6702977487291213,0.027860237042900807,0.5014697203181232
Orléans,45234,Loiret,Centre,football,US Orléans,2019,2,8,28,7533,0.55,0.0,1514,0.1184,20420.0,0.65,0.5,0.625,0.3803112022561731,0.597676107480029,0.016469863887239703,0.45919746658610355
Angers,49007,Maine-et-Loire,Pays de la Loire,football,Angers SCO,2019,1,13,13,19350,0.58,0.0,2006,0.1289,20420.0,0.4,1.0,0.734,0.3803112022561731,0.5214233841684823,0.02187919167931042,0.4237757688263656
Nantes,44109,Loire-Atlantique,Pays de la Loire,football,FC Nantes,2012,2,9,29,35322,0.38,0.0,3153,0.1121,20413.0,0.6,0.5,0.554,0.37984527082929803,0.6434277414669571,0.03448996195879236,0.490896960044594
Ajaccio,2A004,Corse-du-Sud,Corse,football,G. Ajaccio,2016,1,19,19,4050,0.92,0.0,667,0.079,20411.5,0.1,1.0,0.7160000000000001,0.3797454283806819,0.8838053740014524,0.007157464212678937,0.5973795904593385
Ajaccio,2A004,Corse-du-Sud,Corse,football,AC Ajaccio,2016,2,17,37,10446,0.32,0.0,667,0.079,20411.5,0.2,0.5,0.376,0.3797454283806819,0.8838053740014524,0.007157464212678937,0.5973795904593385
Metz,57463,Moselle,Lorraine,football,FC Metz,2020,1,15,15,28786,0.58,0.0,1625,0.1109,20410.0,0.3,1.0,0.694,0.3796455859320659,0.6521423384168482,0.017690261011060537,0.48677453408678073
Auxerre,89024,Yonne,Bourgogne,football,AJ Auxerre,2021,2,6,26,18541,0.27,0.0,478,0.1088,20340.0,0.75,0.5,0.5810000000000001,0.3749862716633153,0.6673928830791576,0.0050794907315786005,0.48623069557069426
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,football,OGC Nice,2018,1,8,8,36178,0.63,0.25,6744,0.1066,20320.0,0.65,1.0,0.874,0.37365503901510083,0.6833696441539578,0.07397145809969875,0.5281325667328687
Châteauroux,36044,Indre,Centre,football,LB Châteauroux,2021,2,20,40,17072,0.18,0.0,514,0.117,20300.0,0.05,0.5,0.274,0.3723238063668864,0.6078431372549019,0.005475295204169141,0.4555887387762901
Niort,79191,Deux-Sèvres,Poitou-Charentes,football,Chamois Niort,2014,2,5,25,10406,0.49,0.0,411,0.1223,20299.33,0.8,0.5,0.667,0.37227921007317133,0.569353667392883,0.004342854629812872,0.4357599450406165
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2015,1,9,9,29778,0.68,0.0,1882,0.1101,20299.33,0.6,1.0,0.8440000000000001,0.37227921007317133,0.6579520697167756,0.02051586516260967,0.48814565146896116
