ville,code_commune,departement,region,sport,club,fin_saison,division,classement,score_classement,capacite,taux_remplissage,score_event,nb_crea_entreprise,taux_chomage,salaire_median,class,coeff_division,score_sportif,salaire_median_norm,taux_chomage_norm,nb_crea_entreprise_norm,score_economique
Istres,13047,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,FC Istres,2014,2,19,39,17170,0.13,0.0,280,0.0995,20298.89,0.1,0.5,0.279,0.37224992295491044,0.7349310094408132,0.0029025661323306287,0.5178167569685361
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,football,Toulouse,2015,1,17,17,33150,0.47,0.0,5544,0.1282,20289.0,0.2,1.0,0.621,0.37159162841036847,0.5265068990559185,0.06077797568001407,0.4422790887321137
Dijon,21231,Côte-d'Or,Bourgogne,football,Dijon,2012,1,19,19,16098,0.84,0.0,1270,0.0909,20281.33,0.1,1.0,0.6920000000000001,0.37108110068977834,0.7973856209150327,0.013787189128570486,0.554018845297713
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,football,Toulouse,2014,1,9,9,33150,0.45,0.0,5597,0.1274,20270.67,0.6,1.0,0.775,0.3703715536882798,0.532316630355846,0.061360687820216815,0.44498728056334336
Strasbourg,67482,Bas-Rhin,Alsace,football,R. Strasbourg,2021,1,15,15,26109,0.18,0.0,5853,0.1113,20260.0,0.3,1.0,0.5740000000000001,0.3696613410704575,0.6492374727668846,0.06417529740308288,0.5045709215131667
Valenciennes,59606,Nord,Nord-Pas-de-Calais,football,Valenciennes FC,2021,2,11,31,25000,0.17,0.0,718,0.136,20250.0,0.5,0.5,0.451,0.3689957247463503,0.4698620188816266,0.007718187215515536,0.3863883929471112
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2018,2,5,25,15220,0.49,0.0,1200,0.1131,20240.0,0.8,0.5,0.667,0.36833010842224306,0.6361655773420478,0.013017569320755547,0.471923616700299
Dunkerque,59183,Nord,Nord-Pas-de-Calais,football,USL Dunkerque,2021,2,16,36,4933,0.26,0.0,1193,0.1389,20240.0,0.25,0.5,0.378,0.36833010842224306,0.44880174291939,0.012940607339974052,0.3782032184985793
Ajaccio,2A004,Corse-du-Sud,Corse,football,AC Ajaccio,2015,2,17,37,10446,0.4,0.0,663,0.0792,20235.38,0.2,0.5,0.4,0.36802259368050555,0.8823529411764706,0.0071134859379466545,0.5919422510294109
Ajaccio,2A004,Corse-du-Sud,Corse,football,G. Ajaccio,2015,2,2,22,4050,0.56,0.0,663,0.0792,20235.38,0.95,0.5,0.748,0.36802259368050555,0.8823529411764706,0.0071134859379466545,0.5919422510294109
Reims,51454,Marne,Champagne-Ardenne,football,Stade de Reims,2021,1,14,14,20519,0.2,0.0,3655,0.118,20210.0,0.35,1.0,0.6,0.36633325944992134,0.6005809731299927,0.04000923543769378,0.46682840806381176
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2015,2,5,25,20087,0.74,0.0,936,0.1161,20198.0,0.8,0.5,0.742,0.36553451986099267,0.6143790849673203,0.010115003188424919,0.4584608520222697
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2014,1,12,12,29778,0.64,0.0,1899,0.1063,20197.6,0.45,1.0,0.772,0.3655078952080283,0.6855482933914305,0.02070277283022187,0.49932869119403755
Orléans,45234,Loiret,Centre,football,US Orléans,2018,2,12,32,7533,0.53,0.0,1369,0.1188,20180.0,0.45,0.5,0.539,0.3643364104775997,0.5947712418300652,0.014875651428194471,0.4505580108201698
Le Havre,76351,Seine-Maritime,Haute-Normandie,football,Le Havre AC,2021,2,12,32,25178,0.13,0.0,2277,0.1401,20180.0,0.45,0.5,0.41900000000000004,0.3643364104775997,0.4400871459694988,0.024858719792422542,0.3782074970720006
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2013,1,13,13,29778,0.61,0.0,1863,0.1025,20110.56,0.4,1.0,0.7430000000000001,0.3597143707229992,0.7131445170660857,0.02030696835763133,0.5106114910010583
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,football,Toulouse,2013,1,10,10,33150,0.53,0.0,5249,0.1238,20100.0,0.55,1.0,0.779,0.35901147988474186,0.5584604212055193,0.05753457791850826,0.4516020915159105
Angers,49007,Maine-et-Loire,Pays de la Loire,football,Angers SCO,2018,1,14,14,19350,0.57,0.0,1720,0.1288,20100.0,0.35,1.0,0.711,0.35901147988474186,0.5221496005809731,0.01873474503595224,0.41404676476235946
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2020,2,5,25,13000,0.26,0.0,2116,0.1128,20050.0,0.8,0.5,0.5980000000000001,0.35568339826420575,0.6383442265795207,0.023088594234448184,0.47298976971266676
Niort,79191,Deux-Sèvres,Poitou-Charentes,football,Chamois Niort,2013,2,15,35,10406,0.48,0.0,459,0.1216,20036.67,0.3,0.5,0.464,0.3547961317041707,0.5744371822803195,0.0048705939266002595,0.4315723407851282
Caen,14118,Calvados,Basse-Normandie,football,SM Caen,2017,1,17,17,20500,0.82,0.0,1070,0.116,20020.0,0.2,1.0,0.726,0.3536865492918841,0.6151053013798111,0.011588275391956374,0.45482140810263744
Metz,57463,Moselle,Lorraine,football,FC Metz,2019,2,1,21,28786,0.41,0.0,1484,0.1188,20010.0,1.0,0.5,0.7230000000000001,0.35302093296777687,0.5947712418300652,0.016140026826747585,0.44666400751551716
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2020,2,1,21,16787,0.48,0.0,742,0.1189,20010.0,1.0,0.5,0.744,0.35302093296777687,0.5940450254175744,0.007982056863909228,0.44222191432785257
Lille,59350,Nord,Nord-Pas-de-Calais,football,LOSC Lille,2020,1,4,4,50186,0.73,0.0,5447,0.1204,20000.0,0.85,1.0,0.9590000000000001,0.35235531664366965,0.5831517792302106,0.059711502517756226,0.46237376753145126
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2014,2,4,24,20087,0.73,0.0,947,0.1126,19996.15,0.85,0.5,0.7590000000000001,0.35209905435888844,0.6397966594045025,0.010235943443938694,0.465855923167776
Istres,13047,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,FC Istres,2013,2,13,33,17170,0.14,0.0,348,0.1001,19978.8,0.4,0.5,0.402,0.35094421003656223,0.7305737109658679,0.003650196802779427,0.5074896378989485
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,Marseille,2020,1,2,2,67394,0.78,0.0,16143,0.1067,19940.0,0.95,1.0,1.014,0.34836161869902627,0.6826434277414669,0.17730940915187898,0.5693210659262835
Tours,37261,Indre-et-Loire,Centre,football,Tours FC,2018,2,20,40,12699,0.27,0.0,1815,0.1248,19910.0,0.05,0.5,0.30100000000000005,0.3463647697267046,0.55119825708061,0.019779229060843943,0.42403465096140885
Châteauroux,36044,Indre,Centre,football,LB Châteauroux,2020,2,15,35,17072,0.23,0.0,444,0.1254,19910.0,0.3,0.5,0.389,0.3463647697267046,0.5468409586056644,0.004705675396354201,0.4143192248916912
Auxerre,89024,Yonne,Bourgogne,football,AJ Auxerre,2020,2,11,31,18541,0.31,0.0,434,0.1117,19890.0,0.5,0.5,0.49300000000000005,0.34503353707849016,0.6463326071169209,0.004595729709523495,0.46347758324461824
Toulouse,31555,Haute-Garonne,Midi-Pyrénées,football,Toulouse,2012,1,8,8,33150,0.65,0.0,5181,0.1189,19883.2,0.65,1.0,0.855,0.34458091797809726,0.5940450254175744,0.05678694724805946,0.46324835352405586
Laval,53130,Mayenne,Pays de la Loire,football,Stade Lavallois,2017,2,20,40,11107,0.44,0.0,478,0.1067,19860.0,0.05,0.5,0.35200000000000004,0.3430366881061685,0.6826434277414669,0.0050794907315786005,0.48107613447899017
Rennes,35238,Îlle-et-Vilaine,Bretagne,football,Stade Rennais,2012,1,6,6,29778,0.69,0.0,1786,0.0992,19845.1,0.75,1.0,0.907,0.3420449197832486,0.7371096586782862,0.019460386569034895,0.51510299053696
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,football,OGC Nice,2017,1,3,3,36178,0.63,0.13,5890,0.1115,19830.0,0.9,1.0,0.9620000000000001,0.3410398391338468,0.6477850399419027,0.06458209644435649,0.49259950384666834
Ajaccio,2A004,Corse-du-Sud,Corse,football,AC Ajaccio,2014,1,20,20,10446,0.6,0.0,674,0.0818,19802.0,0.05,1.0,0.6000000000000001,0.33917611342634657,0.8634713144517066,0.00723442619346043,0.5710233156931221
Reims,51454,Marne,Champagne-Ardenne,football,Stade de Reims,2020,1,5,5,20519,0.63,0.0,2622,0.1226,19790.0,0.8,1.0,0.9090000000000001,0.3383773738374179,0.5671750181554103,0.028651845988081886,0.43326438160671327
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2013,1,18,18,20087,0.78,0.0,851,0.1106,19775.24,0.15,1.0,0.694,0.33739492414303573,0.654320987654321,0.009180464850363921,0.46670869590955677
Metz,57463,Moselle,Lorraine,football,FC Metz,2018,1,20,20,28786,0.52,0.0,1292,0.1196,19750.0,0.05,1.0,0.5760000000000001,0.335714908540989,0.588961510530138,0.01402906963959804,0.4357812535012637
Valenciennes,59606,Nord,Nord-Pas-de-Calais,football,Valenciennes FC,2020,2,7,27,25000,0.32,0.0,659,0.1368,19730.0,0.7,0.5,0.5760000000000001,0.3343836758927745,0.46405228758169925,0.007069507663214372,0.3693143679795666
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2019,2,10,30,13000,0.22,0.0,1878,0.1199,19720.0,0.55,0.5,0.48600000000000004,0.3337180595686673,0.5867828612926651,0.020471886887877388,0.43711459791773816
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2019,2,6,26,16787,0.45,0.0,669,0.1304,19700.0,0.75,0.5,0.635,0.33238682692045285,0.5105301379811185,0.007179453350045078,0.39180952643376293
Strasbourg,67482,Bas-Rhin,Alsace,football,R. Strasbourg,2020,1,10,10,26109,0.95,0.0,4689,0.1152,19680.0,0.55,1.0,0.905,0.3310555942722384,0.6209150326797386,0.05137761945598874,0.46856856377675904
Montpellier,34172,Hérault,Languedoc-Roussillon,football,Montpellier,2021,1,8,8,22000,0.17,0.0,8161,0.1251,19670.0,0.65,1.0,0.7110000000000001,0.3303899779481312,0.5490196078431373,0.08955076192360974,0.451441176062626
Caen,14118,Calvados,Basse-Normandie,football,SM Caen,2016,1,7,7,20500,0.86,0.0,921,0.1186,19666.19,0.7,1.0,0.9380000000000001,0.33013637812864627,0.5962236746550472,0.00995008465817886,0.43514143090807156
Amiens,80021,Somme,Picardie,football,Amiens SC,2021,2,10,30,12999,0.36,0.0,2161,0.1288,19650.0,0.55,0.5,0.528,0.32905874529991674,0.5221496005809731,0.023583349825186357,0.4044899733230465
Le Havre,76351,Seine-Maritime,Haute-Normandie,football,Le Havre AC,2020,2,6,26,25178,0.3,0.0,1825,0.1458,19650.0,0.75,0.5,0.5900000000000001,0.32905874529991674,0.39869281045751626,0.01988917474767465,0.34091449072256214
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2017,2,5,25,15220,0.53,0.0,934,0.1182,19640.0,0.8,0.5,0.679,0.3283931289758095,0.5991285403050108,0.010093014051058776,0.43596802876835866
Angers,49007,Maine-et-Loire,Pays de la Loire,football,Angers SCO,2017,1,12,12,19350,0.62,0.0,1361,0.1348,19630.0,0.45,1.0,0.766,0.3277275126517023,0.4785766158315178,0.014787694878729907,0.3777731604158047
Istres,13047,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,FC Istres,2012,2,10,30,17170,0.14,0.0,346,0.0949,19626.96,0.55,0.5,0.462,0.32752516528917364,0.7683369644153958,0.0036282076654132857,0.5169926521560739
Nancy,54395,Meurthe-et-Moselle,Lorraine,football,AS Nancy,2012,1,11,11,20087,0.76,0.0,886,0.1059,19623.67,0.5,1.0,0.8280000000000001,0.3273061775185423,0.6884531590413944,0.00956527475427139,0.47993168790524976
Lille,59350,Nord,Nord-Pas-de-Calais,football,LOSC Lille,2019,1,2,2,50186,0.68,0.0,5220,0.1266,19580.0,0.95,1.0,0.9840000000000001,0.32439943103116614,0.5381263616557734,0.05721573542669921,0.42743082095370283
Laval,53130,Mayenne,Pays de la Loire,football,Stade Lavallois,2016,2,13,33,11107,0.49,0.0,368,0.1054,19559.52,0.4,0.5,0.5070000000000001,0.3230362487993946,0.692084241103849,0.0038700881764408383,0.4771916641599028
Caen,14118,Calvados,Basse-Normandie,football,SM Caen,2015,1,13,13,20500,0.82,0.0,929,0.1204,19554.8,0.4,1.0,0.806,0.3227220778944159,0.5831517792302106,0.010038041207643424,0.42568374137669335
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,football,OGC Nice,2016,1,4,4,36178,0.53,0.0,5578,0.1133,19533.0,0.85,1.0,0.899,0.3212710343078622,0.6347131445170661,0.061151791015238474,0.47644088148929714
Châteauroux,36044,Indre,Centre,football,LB Châteauroux,2019,2,11,31,17072,0.26,0.0,377,0.1299,19520.0,0.5,0.5,0.47800000000000004,0.3204057330865228,0.514161220043573,0.003969039294588473,0.3872274229036899
Ajaccio,2A004,Corse-du-Sud,Corse,football,AC Ajaccio,2013,1,17,17,10446,0.65,0.0,693,0.0853,19501.43,0.2,1.0,0.675,0.3191696835726557,0.8380537400145243,0.007443322998438771,0.5504164049355438
Ajaccio,2A004,Corse-du-Sud,Corse,football,G. Ajaccio,2013,2,20,40,4050,0.47,0.0,693,0.0853,19501.43,0.05,0.5,0.361,0.3191696835726557,0.8380537400145243,0.007443322998438771,0.5504164049355438
Orléans,45234,Loiret,Centre,football,US Orléans,2017,2,18,38,7533,0.57,0.0,1050,0.1214,19480.0,0.15,0.5,0.431,0.3177432677900939,0.5758896151053015,0.011368384018294962,0.4207263066778358
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2018,2,6,26,13000,0.26,0.0,1670,0.1196,19460.0,0.75,0.5,0.5780000000000001,0.31641203514187943,0.588961510530138,0.01818501660179871,0.43013807762272016
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2018,2,7,27,16787,0.51,0.0,579,0.1305,19430.0,0.7,0.5,0.633,0.31441518616955777,0.5098039215686274,0.006189942168568727,0.3837630063364212
Auxerre,89024,Yonne,Bourgogne,football,AJ Auxerre,2019,2,15,35,18541,0.34,0.0,372,0.1208,19390.0,0.3,0.5,0.42200000000000004,0.3117527208731289,0.5802469135802468,0.0039140664511731205,0.4167815783649615
Laval,53130,Mayenne,Pays de la Loire,football,Stade Lavallois,2015,2,8,28,11107,0.5,0.0,342,0.1072,19389.05,0.65,0.5,0.6100000000000001,0.31168948732233864,0.6790123456790123,0.0035842293906810036,0.4659740824637821
Le Havre,76351,Seine-Maritime,Haute-Normandie,football,Le Havre AC,2019,2,7,27,25178,0.26,0.0,1687,0.1525,19380.0,0.7,0.5,0.558,0.31108710454902166,0.3500363108206245,0.01837192426941091,0.3086389593646264
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,Marseille,2019,1,5,5,67394,0.79,0.0,15525,0.1131,19370.0,0.8,1.0,0.9570000000000001,0.31042148822491444,0.6361655773420478,0.17051476570574137,0.5275087668138604
Tours,37261,Indre-et-Loire,Centre,football,Tours FC,2017,2,16,36,12699,0.36,0.0,1386,0.1291,19360.0,0.25,0.5,0.40800000000000003,0.3097558719008072,0.5199709513435005,0.015062559095806671,0.3914191039799765
Angers,49007,Maine-et-Loire,Pays de la Loire,football,Angers SCO,2016,1,9,9,19350,0.7,0.0,1233,0.1374,19354.0,0.6,1.0,0.85,0.30935650210634286,0.45969498910675377,0.013380390087296875,0.36028029043956245
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,football,OGC Nice,2015,1,11,11,36178,0.53,0.0,5229,0.1139,19343.6,0.5,1.0,0.759,0.30866426112927126,0.6303558460421206,0.057314686544846845,0.4673009707451922
Lille,59350,Nord,Nord-Pas-de-Calais,football,LOSC Lille,2018,1,17,17,50186,0.66,0.0,4356,0.1263,19320.0,0.2,1.0,0.678,0.3070934066043783,0.5403050108932461,0.047716428084526245,0.4168480821306375
Châteauroux,36044,Indre,Centre,football,LB Châteauroux,2018,2,9,29,17072,0.26,0.0,290,0.1295,19320.0,0.6,0.5,0.518,0.3070934066043783,0.5170660856935366,0.003012511819161334,0.3828766613981003
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2016,2,10,30,15220,0.45,0.0,842,0.1221,19317.41,0.55,0.5,0.555,0.3069210119764345,0.5708061002178648,0.009081513732216285,0.4127122117656144
Metz,57463,Moselle,Lorraine,football,FC Metz,2017,1,14,14,28786,0.56,0.0,1173,0.1225,19300.0,0.35,1.0,0.708,0.30576217395616384,0.5679012345679012,0.012720715966312642,0.4126158448495725
Reims,51454,Marne,Champagne-Ardenne,football,Stade de Reims,2019,1,8,8,20519,0.7,0.0,2371,0.1277,19280.0,0.65,1.0,0.87,0.3044309413079494,0.5301379811183732,0.025892209248631178,0.399787471706682
Caen,14118,Calvados,Basse-Normandie,football,SM Caen,2014,2,3,23,20500,0.53,0.0,990,0.1184,19271.0,0.9,0.5,0.7190000000000001,0.3038318866162529,0.597676107480029,0.010708709897310728,0.425725163335171
Valenciennes,59606,Nord,Nord-Pas-de-Calais,football,Valenciennes FC,2019,2,13,33,25000,0.34,0.0,510,0.1407,19270.0,0.4,0.5,0.462,0.3037653249838422,0.43572984749455335,0.0054313169294368585,0.342086712205532
Amiens,80021,Somme,Picardie,football,Amiens SC,2020,1,19,19,12999,0.9,0.0,1755,0.1311,19270.0,0.1,1.0,0.7100000000000001,0.3037653249838422,0.5054466230936819,0.019119554939859708,0.3837892190103077
Le Havre,76351,Seine-Maritime,Haute-Normandie,football,Le Havre AC,2018,2,4,24,25178,0.29,0.0,1271,0.1518,19240.0,0.85,0.5,0.627,0.3017684760115205,0.355119825708061,0.013798183697253557,0.3051663951072655
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2014,2,7,27,15220,0.5,0.0,891,0.1185,19224.4,0.7,0.5,0.6299999999999999,0.3007301145459133,0.5969498910675382,0.009620247597686742,0.4235771151509778
Strasbourg,67482,Bas-Rhin,Alsace,football,R. Strasbourg,2019,1,11,11,26109,0.97,0.0,4465,0.1205,19220.0,0.5,1.0,0.891,0.300437243363306,0.5824255628177197,0.04891483607098093,0.4358450967896727
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2015,2,6,26,15220,0.5,0.0,870,0.1198,19210.0,0.75,0.5,0.6500000000000001,0.2997716270391988,0.5875090777051561,0.00938936165534226,0.4183578704959287
Montpellier,34172,Hérault,Languedoc-Roussillon,football,Montpellier,2020,1,8,8,22000,0.64,0.0,6928,0.1304,19210.0,0.65,1.0,0.8520000000000001,0.2997716270391988,0.5105301379811185,0.07599445873738374,0.41317094917493064
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2017,2,12,32,13000,0.25,0.0,1353,0.1215,19200.0,0.45,0.5,0.455,0.2991060107150916,0.5751633986928104,0.014699738329265343,0.4145739727970745
Angers,49007,Maine-et-Loire,Pays de la Loire,football,Angers SCO,2015,2,3,23,19350,0.45,0.0,1208,0.1393,19194.0,0.9,0.5,0.6950000000000001,0.29870664092062726,0.4458968772694262,0.013105525870220111,0.348983857938074
Laval,53130,Mayenne,Pays de la Loire,football,Stade Lavallois,2014,2,17,37,11107,0.5,0.0,437,0.1034,19191.08,0.2,0.5,0.43000000000000005,0.2985122809539881,0.7066085693536673,0.004628713415572707,0.47502355376621525
Bourg-en-Bresse,01053,Ain,Rhône-Alpes,football,Bourg-en-Bresse,2018,2,18,38,11368,0.26,0.0,385,0.1245,19180.0,0.15,0.5,0.338,0.29777477806687713,0.5533769063180828,0.004056995844053037,0.3978268623078188
Orléans,45234,Loiret,Centre,football,US Orléans,2015,2,18,38,7533,0.53,0.0,881,0.1246,19158.0,0.15,0.5,0.41900000000000004,0.29631042215384124,0.5526506899055919,0.009510301910856037,0.3996046647697604
Tours,37261,Indre-et-Loire,Centre,football,Tours FC,2015,2,15,35,12699,0.4,0.0,1186,0.1288,19132.61,0.3,0.5,0.44,0.294620422306933,0.5221496005809731,0.01286364535919256,0.3853547918928561
Tours,37261,Indre-et-Loire,Centre,football,Tours FC,2016,2,9,29,12699,0.39,0.0,1170,0.128,19116.0,0.6,0.5,0.5569999999999999,0.2935148335925909,0.5279593318809004,0.012687732260263429,0.3877294655076183
Le Mans,72181,Sarthe,Pays de la Loire,football,Le Mans FC,2013,2,18,38,25064,0.31,0.0,901,0.1284,19112.53,0.15,0.5,0.353,0.2932838647281256,0.5250544662309369,0.009730193284517448,0.3847058756489774
Créteil,94028,Val-de-Marne,Île-de-France,football,US Créteil-L,2016,2,19,39,12150,0.19,0.0,888,0.1111,19086.5,0.1,0.5,0.29700000000000004,0.2915512654364746,0.6506899055918663,0.009587263891637532,0.4467590909163418
Laval,53130,Mayenne,Pays de la Loire,football,Stade Lavallois,2013,2,17,37,11107,0.43,0.0,341,0.0976,19082.67,0.2,0.5,0.40900000000000003,0.2912963343843414,0.7487291212781408,0.003573234821997933,0.4926697118038059
Reims,51454,Marne,Champagne-Ardenne,football,Stade de Reims,2018,2,1,21,20519,0.48,0.0,1997,0.1277,19060.0,1.0,0.5,0.744,0.2897873821775904,0.5301379811183732,0.021780240561162786,0.3918740637108042
Metz,57463,Moselle,Lorraine,football,FC Metz,2016,2,3,23,28786,0.46,0.0,1020,0.1255,19056.0,0.9,0.5,0.6980000000000001,0.28952113564794757,0.5461147421931736,0.011038546957802845,0.3943850988346672
Créteil,94028,Val-de-Marne,Île-de-France,football,US Créteil-L,2015,2,14,34,12150,0.2,0.0,821,0.1138,19052.78,0.35,0.5,0.4,0.2893068071915849,0.6310820624546114,0.008850627789871803,0.4356890679988756
Brest,29019,Finistère,Bretagne,football,Stade Brestois,2013,1,20,20,15220,0.78,0.0,851,0.1156,19050.7,0.05,1.0,0.654,0.28916835899617077,0.6180101670297748,0.009180464850363921,0.4292626595385377
Auxerre,89024,Yonne,Bourgogne,football,AJ Auxerre,2018,2,11,31,18541,0.32,0.0,335,0.1205,19040.0,0.5,0.5,0.49600000000000005,0.288456149529376,0.5824255628177197,0.00350726740989951,0.40834887492556
Tours,37261,Indre-et-Loire,Centre,football,Tours FC,2014,2,8,28,12699,0.49,0.0,1208,0.1244,19025.24,0.65,0.5,0.607,0.2874736998349938,0.5541031227305737,0.013105525870220111,0.39859380423439444
Caen,14118,Calvados,Basse-Normandie,football,SM Caen,2013,2,4,24,20500,0.49,0.0,937,0.1131,19024.4,0.85,0.5,0.687,0.28741778806376883,0.6361655773420478,0.010125997757107989,0.4381129027750854
Ajaccio,2A004,Corse-du-Sud,Corse,football,AC Ajaccio,2012,1,16,16,10446,0.61,0.0,693,0.0834,19013.5,0.25,1.0,0.683,0.2866922662704918,0.8518518518518519,0.007443322998438771,0.544324493933342
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,football,OGC Nice,2014,1,17,17,36178,0.67,0.0,5317,0.1111,19010.0,0.2,1.0,0.681,0.2864593005570543,0.6506899055918663,0.05828220858895705,0.46906977731323346
Marseille,13055,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,football,Marseille,2018,1,4,4,67394,0.69,0.88,13429,0.1129,19010.0,0.85,1.0,1.0350000000000001,0.2864593005570543,0.6376180101670297,0.14747014974602546,0.5071278001793493
Saint-Étienne,42218,Loire,Rhône-Alpes,football,Saint-Étienne,2021,1,11,11,41965,0.07,0.0,2898,0.133,19010.0,0.5,1.0,0.621,0.2864593005570543,0.49164851125635434,0.03168634694460936,0.3762511493233036
Créteil,94028,Val-de-Marne,Île-de-France,football,US Créteil-L,2014,2,11,31,12150,0.21,0.0,765,0.1102,19007.71,0.5,0.5,0.463,0.2863068744188337,0.6572258533042846,0.008234931943619852,0.4472531423914857
Valenciennes,59606,Nord,Nord-Pas-de-Calais,football,Valenciennes FC,2018,2,13,33,25000,0.33,0.0,387,0.1409,18970.0,0.4,0.5,0.459,0.2837968352606254,0.4342774146695715,0.004078984981419179,0.33269693392974553
Angers,49007,Maine-et-Loire,Pays de la Loire,football,Angers SCO,2014,2,9,29,19350,0.43,0.0,1192,0.1367,18946.67,0.6,0.5,0.569,0.28224395237648314,0.4647785039941903,0.012929612771290983,0.3517516393333339
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2016,2,7,27,13000,0.29,0.0,1112,0.1205,18923.33,0.7,0.5,0.567,0.2806904038760171,0.5824255628177197,0.012050047276645336,0.40951396659758943
Clermont-Ferrand,63113,Puy-de-Dôme,Auvergne,football,Clermont Foot,2015,2,12,32,13000,0.24,0.0,1083,0.1199,18894.0,0.45,0.5,0.452,0.27873815119741047,0.5867828612926651,0.011731204784836292,0.41075229351771486
Tours,37261,Indre-et-Loire,Centre,football,Tours FC,2013,2,10,30,12699,0.34,0.0,1076,0.1188,18883.85,0.55,0.5,0.522,0.27806255062844154,0.5947712418300652,0.011654242804054797,0.4144377625684366
Montpellier,34172,Hérault,Languedoc-Roussillon,football,Montpellier,2019,1,6,6,22000,0.63,0.0,6667,0.1354,18870.0,0.75,1.0,0.889,0.27714067201955317,0.4742193173565723,0.07312487631110232,0.3845283656416586
Metz,57463,Moselle,Lorraine,football,FC Metz,2015,1,19,19,28786,0.64,0.0,998,0.1268,18860.38,0.1,1.0,0.632,0.27650034911576205,0.5366739288307916,0.010796666446775294,0.38433543728508823
Lorient,56121,Morbihan,Bretagne,football,FC Lorient,2017,1,18,18,16787,0.7,0.0,548,0.1376,18850.0,0.15,1.0,0.67,0.27580943937133867,0.4582425562817719,0.00584911053939354,0.3423696091591182
Nice,06088,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,football,OGC Nice,2013,1,4,4,36178,0.28,0.0,5402,0.1081,18833.89,0.85,1.0,0.8240000000000001,0.27473713147320195,0.672476397966594,0.05921674692701805,0.4757414250360868
Metz,57463,Moselle,Lorraine,football,FC Metz,2014,2,1,21,28786,0.48,0.0,1115,0.1233,18825.17,1.0,0.5,0.744,0.27415671403858033,0.5620915032679739,0.012083030982694549,0.39674995274076635
Amiens,80021,Somme,Picardie,football,Amiens SC,2019,1,15,15,12999,0.84,0.0,1695,0.1285,18820.0,0.3,1.0,0.772,0.273812590399017,0.5243282498184458,0.018459880818875476,0.38091910147826746
Le Havre,76351,Seine-Maritime,Haute-Normandie,football,Le Havre AC,2017,2,8,28,25178,0.31,0.0,962,0.1511,18800.0,0.65,0.5,0.5529999999999999,0.27248135775080257,0.3602033405954973,0.010400861974184753,0.29429464438516206
Strasbourg,67482,Bas-Rhin,Alsace,football,R. Strasbourg,2018,1,15,15,26109,0.92,0.0,3980,0.1202,18790.0,0.3,1.0,0.796,0.27181574142669535,0.5846042120551924,0.04358247025969171,0.4228196377281202
Caen,14118,Calvados,Basse-Normandie,football,SM Caen,2012,1,18,18,20500,0.75,0.0,936,0.1127,18760.57,0.15,1.0,0.685,0.2698568325848478,0.6390704429920117,0.010115003188424919,0.43253545612415745
Saint-Ouen,93070,Seine-Saint-Denis,Île-de-France,football,Red Star FC,2019,2,20,40,5600,0.41,0.0,1455,0.1364,18760.0,0.05,0.5,0.34299999999999997,0.2698188924543737,0.4669571532316631,0.01582118433493854,0.3493167257650503
Nîmes,30189,Gard,Languedoc-Roussillon,football,Nîmes Olympique,2021,1,19,19,8033,0.38,0.0,2653,0.1284,18760.0,0.1,1.0,0.554,0.2698188924543737,0.5250544662309369,0.028992677617257077,0.3849511289058465
Angers,49007,Maine-et-Loire,Pays de la Loire,football,Angers SCO,2013,2,5,25,19350,0.43,0.0,1162,0.1305,18748.0,0.8,0.5,0.649,0.269020152865445,0.5098039215686274,0.012599775710798865,0.3688099097858911
